Text,Tokenized,Cleaned_Tokens,Cleaned_Text,Sentiment
new old,"['new', 'old']","['new', 'old']",new old,2
triple negative breast cancer mom sister hard alive today,"['triple', 'negative', 'breast', 'cancer', 'mom', 'sister', 'hard', 'alive', 'today']","['negativ', 'breast', 'cancer', 'mom', 'sister', 'hard', 'today']",negativ breast cancer mom sister hard today,0
proud,['proud'],['proud'],proud,3
delia,['delia'],['delia'],delia,1
hola porfa ponga para traduccir español espero recuperes pq eres una guerrera gran esposo bendiciones para ambos,"['hola', 'porfa', 'ponga', 'para', 'traduccir', 'español', 'espero', 'recuperes', 'pq', 'eres', 'una', 'guerrera', 'gran', 'esposo', 'bendiciones', 'para', 'ambos']","['para', 'una', 'para']",para una para,1
sweetie angel going thru others amazing still praying,"['sweetie', 'angel', 'going', 'thru', 'others', 'amazing', 'still', 'praying']","['sweetie', 'angel', 'going', 'thru', 'other', 'amazing', 'still', 'praying']",sweetie angel going thru other amazing still praying,2
may god bless healing,"['may', 'god', 'bless', 'healing']","['may', 'god', 'bles', 'healing']",may god bles healing,1
thank delia sharing journey god bless pray sweet husband lovely lady,"['thank', 'delia', 'sharing', 'journey', 'god', 'bless', 'pray', 'sweet', 'husband', 'lovely', 'lady']","['thank', 'delier', 'sharing', 'journey', 'god', 'bless', 'pray', 'sweet', 'husband', 'lovely', 'lady']",thank delier sharing journey god bless pray sweet husband lovely lady,2
truly make proud breast cancer survivor god,"['truly', 'make', 'proud', 'breast', 'cancer', 'survivor', 'god']","['truly', 'make', 'proud', 'breast', 'cancer', 'survivor', 'god']",truly make proud breast cancer survivor god,3
delia keep prayers brave soul keep staying strong father god help holy ghost guide jesus name pray love,"['delia', 'keep', 'prayers', 'brave', 'soul', 'keep', 'staying', 'strong', 'father', 'god', 'help', 'holy', 'ghost', 'guide', 'jesus', 'name', 'pray', 'love']","['delier', 'keep', 'prayer', 'brave', 'saoûl', 'keep', 'strong', 'father', 'god', 'help', 'jesu', 'name', 'pray', 'lover']",delier keep prayer brave saoûl keep strong father god help jesu name pray lover,2
dear delia sorry hear sad news mom dinogsed breast cancer 6 year ago remember got results back doctor mom crying together tough time us cancer free 6 year glad went chemotherapy surgery radiation mom dr recommended chemotherapy first due tumors hugs lumpectomy radiation last time believed natureral way also mom take turmeric power hot water honey fresh burdock root dry soursop leaves fresh dandelion leaves boil drink tea drink every day mom dr surprised fast tumors shrink even lumpectomy schedule please check 4 things 4 things help shrink cancer tumors fight cancer turmeric root powder dry soursop leaves burdock root dandelion leaves dandelion leaves burdock root turmeric root powder buy organic grocery store dry soursop leaves buy amazon,"['dear', 'delia', 'sorry', 'hear', 'sad', 'news', 'mom', 'dinogsed', 'breast', 'cancer', 'year', 'ago', 'remember', 'got', 'results', 'back', 'doctor', 'mom', 'crying', 'together', 'tough', 'time', 'us', 'cancer', 'free', 'year', 'glad', 'went', 'chemotherapy', 'surgery', 'radiation', 'mom', 'dr', 'recommended', 'chemotherapy', 'first', 'due', 'tumors', 'hugs', 'lumpectomy', 'radiation', 'last', 'time', 'believed', 'natureral', 'way', 'also', 'mom', 'take', 'turmeric', 'power', 'hot', 'water', 'honey', 'fresh', 'burdock', 'root', 'dry', 'soursop', 'leaves', 'fresh', 'dandelion', 'leaves', 'boil', 'drink', 'tea', 'drink', 'every', 'day', 'mom', 'dr', 'surprised', 'fast', 'tumors', 'shrink', 'even', 'lumpectomy', 'schedule', 'please', 'check', 'things', 'things', 'help', 'shrink', 'cancer', 'tumors', 'fight', 'cancer', 'turmeric', 'root', 'powder', 'dry', 'soursop', 'leaves', 'burdock', 'root', 'dandelion', 'leaves', 'dandelion', 'leaves', 'burdock', 'root', 'turmeric', 'root', 'powder', 'buy', 'organic', 'grocery', 'store', 'dry', 'soursop', 'leaves', 'buy', 'amazon']","['dear', 'delier', 'sorry', 'hear', 'sad', 'mom', 'breast', 'cancer', 'year', 'ago', 'remember', 'got', 'result', 'back', 'doctor', 'mom', 'together', 'tough', 'tim', 'cancer', 'free', 'year', 'glad', 'went', 'chemotherapy', 'surgery', 'radiation', 'mom', 'recommended', 'chemotherapy', 'first', 'devoir', 'tumors', 'hug', 'radiation', 'last', 'tim', 'way', 'also', 'mom', 'take', 'power', 'hot', 'water', 'honey', 'root', 'dry', 'leave', 'leave', 'drink', 'drink', 'every', 'day', 'mom', 'fast', 'tumors', 'even', 'please', 'check', 'thing', 'thing', 'help', 'cancer', 'tumors', 'fight', 'cancer', 'root', 'dry', 'leave', 'root', 'leave', 'leave', 'root', 'root', 'dry', 'leave']",dear delier sorry hear sad mom breast cancer year ago remember got result back doctor mom together tough tim cancer free year glad went chemotherapy surgery radiation mom recommended chemotherapy first devoir tumors hug radiation last tim way also mom take power hot water honey root dry leave leave drink drink every day mom fast tumors even please check thing thing help cancer tumors fight cancer root dry leave root leave leave root root dry leave,1
seeing adriamycin made heart hurt breast cancer twice first time 24 years old used red devil second time 32 part treatment cancer free 12 years see let eat popsicles treatment really helps mouth sores god bless good luck,"['seeing', 'adriamycin', 'made', 'heart', 'hurt', 'breast', 'cancer', 'twice', 'first', 'time', '24', 'years', 'old', 'used', 'red', 'devil', 'second', 'time', '32', 'part', 'treatment', 'cancer', 'free', '12', 'years', 'see', 'let', 'eat', 'popsicles', 'treatment', 'really', 'helps', 'mouth', 'sores', 'god', 'bless', 'good', 'luck']","['seeing', 'made', 'heart', 'hurt', 'breast', 'cancer', 'first', 'tim', 'year', 'old', 'used', 'red', 'devil', 'second', 'time', 'part', 'treatment', 'cancer', 'free', 'year', 'see', 'let', 'eat', 'treatment', 'really', 'help', 'mouth', 'sore', 'god', 'bles', 'good', 'luck']",seeing made heart hurt breast cancer first tim year old used red devil second time part treatment cancer free year see let eat treatment really help mouth sore god bles good luck,2
stay strong delia husband amazing supportive,"['stay', 'strong', 'delia', 'husband', 'amazing', 'supportive']","['stay', 'strong', 'delier', 'husband', 'amazing']",stay strong delier husband amazing,2
know strong know strong hope become cancer free soon forget hero,"['know', 'strong', 'know', 'strong', 'hope', 'become', 'cancer', 'free', 'soon', 'forget', 'hero']","['know', 'strong', 'know', 'strong', 'hop', 'cancer', 'free', 'soon', 'forget', 'hero']",know strong know strong hop cancer free soon forget hero,2
god bless,"['god', 'bless']","['god', 'bles']",god bles,1
wishing speedy recovery going beat cancer butt got girl,"['wishing', 'speedy', 'recovery', 'going', 'beat', 'cancer', 'butt', 'got', 'girl']","['wishing', 'speedy', 'recovery', 'going', 'beat', 'cancer', 'butt', 'got', 'girl']",wishing speedy recovery going beat cancer butt got girl,1
praying,['praying'],['praying'],praying,1
positivity strength beautiful thank sharing us,"['positivity', 'strength', 'beautiful', 'thank', 'sharing', 'us']","['positivity', 'strength', 'beautiful', 'thank', 'sharing']",positivity strength beautiful thank sharing,3
prayers beautiful,"['prayers', 'beautiful']","['prayer', 'beautiful']",prayer beautiful,3
new friend sending healing prayers hugs positive vibes cynthia coast oregon great grandmother mom sisters little sister suffered died breast cancer 3 benign tumors removed since 2003 davesandersstepdaughter,"['new', 'friend', 'sending', 'healing', 'prayers', 'hugs', 'positive', 'vibes', 'cynthia', 'coast', 'oregon', 'great', 'grandmother', 'mom', 'sisters', 'little', 'sister', 'suffered', 'died', 'breast', 'cancer', 'benign', 'tumors', 'removed', 'since', '2003']","['new', 'friend', 'sending', 'healing', 'prayer', 'hug', 'positif', 'vibe', 'great', 'mom', 'sister', 'little', 'sister', 'died', 'breast', 'cancer', 'tumors', 'removed', 'since']",new friend sending healing prayer hug positif vibe great mom sister little sister died breast cancer tumors removed since,2
god bless delia prayers kick cancers butt,"['god', 'bless', 'delia', 'prayers', 'kick', 'cancers', 'butt']","['god', 'bles', 'delier', 'prayers', 'kick', 'cancer', 'butt']",god bles delier prayers kick cancer butt,1
husband diagnosed aggressive brain tumor 52 still 10 year old home,"['husband', 'diagnosed', 'aggressive', 'brain', 'tumor', '52', 'still', '10', 'year', 'old', 'home']","['husband', 'diagnosed', 'brain', 'tumor', 'still', 'year', 'old']",husband diagnosed brain tumor still year old,1
strong sweet sending continued love prayers,"['strong', 'sweet', 'sending', 'continued', 'love', 'prayers']","['strong', 'sweet', 'sending', 'continued', 'lover', 'prayer']",strong sweet sending continued lover prayer,2
sending good vibes saw cancer broke heart age hope god keeps safe,"['sending', 'good', 'vibes', 'saw', 'cancer', 'broke', 'heart', 'age', 'hope', 'god', 'keeps', 'safe']","['sending', 'good', 'vibe', 'saw', 'cancer', 'broke', 'heart', 'age', 'hope', 'god', 'keep', 'saf']",sending good vibe saw cancer broke heart age hope god keep saf,3
delia positive example women ages know faith lot positive attitude also believe lot whoever raised strong positive sweet person people world praying dylan family got,"['delia', 'positive', 'example', 'women', 'ages', 'know', 'faith', 'lot', 'positive', 'attitude', 'also', 'believe', 'lot', 'whoever', 'raised', 'strong', 'positive', 'sweet', 'person', 'people', 'world', 'praying', 'dylan', 'family', 'got']","['delia', 'positif', 'exampl', 'women', 'age', 'know', 'faith', 'lot', 'positif', 'attitude', 'also', 'believ', 'lot', 'raised', 'strong', 'positif', 'sweet', 'person', 'peopl', 'world', 'praying', 'dylan', 'family', 'got']",delia positif exampl women age know faith lot positif attitude also believ lot raised strong positif sweet person peopl world praying dylan family got,2
hold soldier truly role model wish best recover soon,"['hold', 'soldier', 'truly', 'role', 'model', 'wish', 'best', 'recover', 'soon']","['hold', 'truly', 'wish', 'best', 'recover', 'soon']",hold truly wish best recover soon,3
walked treatment better woman,"['walked', 'treatment', 'better', 'woman']","['treatment', 'better', 'woman']",treatment better woman,2
blessing going battles covered around world much love strength coming way,"['blessing', 'going', 'battles', 'covered', 'around', 'world', 'much', 'love', 'strength', 'coming', 'way']","['blessing', 'going', 'battle', 'around', 'world', 'much', 'lover', 'strength', 'coming', 'way']",blessing going battle around world much lover strength coming way,2
thoughts,['thoughts'],['thought'],thought,1
many prayers beautiful wife,"['many', 'prayers', 'beautiful', 'wife']","['many', 'prayer', 'beautiful', 'wife']",many prayer beautiful wife,2
wow inspiration keep fighting got,"['wow', 'inspiration', 'keep', 'fighting', 'got']","['wow', 'inspiration', 'keep', 'fighting', 'got']",wow inspiration keep fighting got,1
god bless sweet girl incredible job getting sending love prayers positive energy way,"['god', 'bless', 'sweet', 'girl', 'incredible', 'job', 'getting', 'sending', 'love', 'prayers', 'positive', 'energy', 'way']","['god', 'bles', 'sweet', 'girl', 'incredibl', 'getting', 'sending', 'lover', 'prayer', 'positif', 'energy', 'way']",god bles sweet girl incredibl getting sending lover prayer positif energy way,2
breaks heart life cruel beat,"['breaks', 'heart', 'life', 'cruel', 'beat']","['break', 'heart', 'life', 'cruel', 'beat']",break heart life cruel beat,4
know much harder behind scenes put best foot forward show us strong want give extra love extra hugs moments see share difficult pray feel good get fast know lot support,"['know', 'much', 'harder', 'behind', 'scenes', 'put', 'best', 'foot', 'forward', 'show', 'us', 'strong', 'want', 'give', 'extra', 'love', 'extra', 'hugs', 'moments', 'see', 'share', 'difficult', 'pray', 'feel', 'good', 'get', 'fast', 'know', 'lot', 'support']","['know', 'much', 'behind', 'pouvoir', 'best', 'forward', 'show', 'strong', 'want', 'giv', 'lover', 'moment', 'see', 'share', 'difficult', 'pray', 'feel', 'good', 'get', 'fast', 'know', 'lot', 'support']",know much behind pouvoir best forward show strong want giv lover moment see share difficult pray feel good get fast know lot support,2
red devil crazy done fight cancer warrior thank sharing journey decision change treatment centers,"['red', 'devil', 'crazy', 'done', 'fight', 'cancer', 'warrior', 'thank', 'sharing', 'journey', 'decision', 'change', 'treatment', 'centers']","['red', 'devil', 'crazy', 'done', 'fight', 'cancer', 'warrior', 'thank', 'sharing', 'journey', 'treatment', 'center']",red devil crazy done fight cancer warrior thank sharing journey treatment center,0
also flavor flush gross hated especially already queasy chemo,"['also', 'flavor', 'flush', 'gross', 'hated', 'especially', 'already', 'queasy', 'chemo']","['also', 'flush', 'especially', 'already', 'chemo']",also flush especially already chemo,1
port could always taste saline,"['port', 'could', 'always', 'taste', 'saline']","['port', 'could', 'alway', 'tast', 'salin']",port could alway tast salin,1
prayers day happy halfway mark treatments bless future love pure hope,"['prayers', 'day', 'happy', 'halfway', 'mark', 'treatments', 'bless', 'future', 'love', 'pure', 'hope']","['prayer', 'day', 'happy', 'halfway', 'mark', 'treatment', 'bless', 'futur', 'lover', 'hop']",prayer day happy halfway mark treatment bless futur lover hop,3
beautiful positive soul,"['beautiful', 'positive', 'soul']","['beautiful', 'positif', 'saoûl']",beautiful positif saoûl,3
keep prayers love,"['keep', 'prayers', 'love']","['keep', 'prayer', 'lover']",keep prayer lover,1
hope get better soon red medicine given 10 minutes looks soooo scary hope need anymore soon strong lady best wishes,"['hope', 'get', 'better', 'soon', 'red', 'medicine', 'given', '10', 'minutes', 'looks', 'soooo', 'scary', 'hope', 'need', 'anymore', 'soon', 'strong', 'lady', 'best', 'wishes']","['hope', 'get', 'better', 'soon', 'red', 'medicin', 'given', 'minute', 'look', 'soooo', 'scary', 'hope', 'need', 'soon', 'strong', 'lady', 'best', 'wishes']",hope get better soon red medicin given minute look soooo scary hope need soon strong lady best wishes,2
stumbled across channel think far best thing ever seen youtube delia strong watching journey honestly given strength,"['stumbled', 'across', 'channel', 'think', 'far', 'best', 'thing', 'ever', 'seen', 'youtube', 'delia', 'strong', 'watching', 'journey', 'honestly', 'given', 'strength']","['acros', 'channel', 'think', 'far', 'best', 'thing', 'ever', 'seen', 'youtub', 'delier', 'strong', 'watching', 'journey', 'honestly', 'given', 'strength']",acros channel think far best thing ever seen youtub delier strong watching journey honestly given strength,2
beautiful soul may god bless love god back percent,"['beautiful', 'soul', 'may', 'god', 'bless', 'love', 'god', 'back', 'percent']","['beautiful', 'soul', 'may', 'god', 'bles', 'lover', 'god', 'back']",beautiful soul may god bles lover god back,2
chatwin fam,"['chatwin', 'fam']",['chatwin'],chatwin,1
pharmacist cancer center primarily focus breast cancer person verifies mixes medications often get interact patients beautiful reminder behind every syringe bag person going battle thank much sharing journey thoughts prayers 3 ask doctor magic mouthwash get sores mouth usually get hospital compounded local community pharmacy,"['pharmacist', 'cancer', 'center', 'primarily', 'focus', 'breast', 'cancer', 'person', 'verifies', 'mixes', 'medications', 'often', 'get', 'interact', 'patients', 'beautiful', 'reminder', 'behind', 'every', 'syringe', 'bag', 'person', 'going', 'battle', 'thank', 'much', 'sharing', 'journey', 'thoughts', 'prayers', 'ask', 'doctor', 'magic', 'mouthwash', 'get', 'sores', 'mouth', 'usually', 'get', 'hospital', 'compounded', 'local', 'community', 'pharmacy']","['cancer', 'center', 'breast', 'cancer', 'person', 'medication', 'often', 'get', 'patient', 'beautiful', 'behind', 'every', 'person', 'going', 'battle', 'thank', 'much', 'sharing', 'journey', 'thoughts', 'prayer', 'ask', 'doctor', 'mouthwash', 'get', 'sore', 'mouth', 'get', 'hospital']",cancer center breast cancer person medication often get patient beautiful behind every person going battle thank much sharing journey thoughts prayer ask doctor mouthwash get sore mouth get hospital,2
awe strong keep positive laugh read funny books finished tradition treatments well totally get tasting spearment gum sniff essential oils saved often rubbed wrists sniff chemical smells got strong also great onocology mouth wash canker soars works ill find pic dm got girl warrior,"['awe', 'strong', 'keep', 'positive', 'laugh', 'read', 'funny', 'books', 'finished', 'tradition', 'treatments', 'well', 'totally', 'get', 'tasting', 'spearment', 'gum', 'sniff', 'essential', 'oils', 'saved', 'often', 'rubbed', 'wrists', 'sniff', 'chemical', 'smells', 'got', 'strong', 'also', 'great', 'onocology', 'mouth', 'wash', 'canker', 'soars', 'works', 'ill', 'find', 'pic', 'dm', 'got', 'girl', 'warrior']","['awe', 'strong', 'keep', 'positif', 'read', 'finished', 'treatment', 'well', 'totally', 'get', 'tasting', 'gum', 'oil', 'saved', 'often', 'smell', 'got', 'strong', 'also', 'great', 'mouth', 'work', 'find', 'got', 'girl', 'warrior']",awe strong keep positif read finished treatment well totally get tasting gum oil saved often smell got strong also great mouth work find got girl warrior,2
long ago mention 4th treatment end video 8th treatment wondering filmed past ago,"['long', 'ago', 'mention', '4th', 'treatment', 'end', 'video', '8th', 'treatment', 'wondering', 'filmed', 'past', 'ago']","['long', 'ago', 'treatment', 'end', 'video', 'treatment', 'wondering', 'past', 'ago']",long ago treatment end video treatment wondering past ago,0
continuing pray delia drs nurses caring thank much sharing journey us powerful able see cancer battle,"['continuing', 'pray', 'delia', 'drs', 'nurses', 'caring', 'thank', 'much', 'sharing', 'journey', 'us', 'powerful', 'able', 'see', 'cancer', 'battle']","['continuing', 'pray', 'delier', 'nurse', 'caring', 'thank', 'much', 'sharing', 'journey', 'powerful', 'abl', 'see', 'cancer', 'battl']",continuing pray delier nurse caring thank much sharing journey powerful abl see cancer battl,2
often comment delia sending prayers complete recovery brave young woman share journey others youtube going fight sweet girl sending hugs blessings queensland australia kickcancersbutt yougotthis staystrongandfight,"['often', 'comment', 'delia', 'sending', 'prayers', 'complete', 'recovery', 'brave', 'young', 'woman', 'share', 'journey', 'others', 'youtube', 'going', 'fight', 'sweet', 'girl', 'sending', 'hugs', 'blessings', 'queensland', 'australia', 'kickcancersbutt', 'yougotthis']","['often', 'comment', 'delier', 'sending', 'prayer', 'complete', 'recovery', 'brave', 'young', 'woman', 'share', 'journey', 'other', 'youtub', 'going', 'fight', 'sweet', 'girl', 'sending', 'hug', 'blessing', 'australier']",often comment delier sending prayer complete recovery brave young woman share journey other youtub going fight sweet girl sending hug blessing australier,2
praying,['praying'],['praying'],praying,1
stumbled channel literally minutes ago idk seem like sweet beautiful young lady hugs prayers delia,"['stumbled', 'channel', 'literally', 'minutes', 'ago', 'idk', 'seem', 'like', 'sweet', 'beautiful', 'young', 'lady', 'hugs', 'prayers', 'delia']","['channel', 'literally', 'minute', 'ago', 'seem', 'like', 'sweet', 'beautiful', 'young', 'lady', 'hug', 'prayer', 'delia']",channel literally minute ago seem like sweet beautiful young lady hug prayer delia,2
lots love cant watch psrticular one watching push red drug line made naseous gave serious panic attack four years cancer battle sending much love support got,"['lots', 'love', 'cant', 'watch', 'psrticular', 'one', 'watching', 'push', 'red', 'drug', 'line', 'made', 'naseous', 'gave', 'serious', 'panic', 'attack', 'four', 'years', 'cancer', 'battle', 'sending', 'much', 'love', 'support', 'got']","['lot', 'lover', 'watch', 'one', 'watching', 'red', 'drug', 'line', 'made', 'gav', 'attack', 'four', 'year', 'cancer', 'battl', 'sending', 'much', 'lover', 'support', 'got']",lot lover watch one watching red drug line made gav attack four year cancer battl sending much lover support got,1
go delia strong rooting way sweden,"['go', 'delia', 'strong', 'rooting', 'way', 'sweden']","['delia', 'strong', 'rooting', 'way']",delia strong rooting way,2
beautiful strong praying sister much love sent way,"['beautiful', 'strong', 'praying', 'sister', 'much', 'love', 'sent', 'way']","['beautiful', 'strong', 'praying', 'sister', 'much', 'lover', 'sentir', 'way']",beautiful strong praying sister much lover sentir way,2
praying,['praying'],['praying'],praying,1
bless god healing continued strength,"['bless', 'god', 'healing', 'continued', 'strength']","['bless', 'god', 'healing', 'continued', 'strength']",bless god healing continued strength,1
delia,['delia'],['delia'],delia,1
excuse language thats regardless covid would make anyone shame 3 times prior,"['excuse', 'language', 'thats', 'regardless', 'covid', 'would', 'make', 'anyone', 'shame', 'times', 'prior']","['covid', 'would', 'mak', 'anyone', 'time']",covid would mak anyone time,1
praying believe jesus healer believing miracle 3 trust life,"['praying', 'believe', 'jesus', 'healer', 'believing', 'miracle', 'trust', 'life']","['praying', 'believ', 'jesu', 'miracle', 'trust', 'lif']",praying believ jesu miracle trust lif,1
praying strength endurance treatments complete healing recovery chingona bad,"['praying', 'strength', 'endurance', 'treatments', 'complete', 'healing', 'recovery', 'chingona', 'bad']","['praying', 'strength', 'treatment', 'complete', 'healing', 'recovery', 'bad']",praying strength treatment complete healing recovery bad,0
went exact thing year followed 5 weeks daily radiation tough road support reconstruction comes sept two times breast cancer survivor stay positive share knowledge,"['went', 'exact', 'thing', 'year', 'followed', 'weeks', 'daily', 'radiation', 'tough', 'road', 'support', 'reconstruction', 'comes', 'sept', 'two', 'times', 'breast', 'cancer', 'survivor', 'stay', 'positive', 'share', 'knowledge']","['went', 'exact', 'thing', 'year', 'followed', 'weeks', 'daily', 'radiation', 'tough', 'road', 'support', 'come', 'two', 'time', 'breast', 'cancer', 'survivor', 'stay', 'positif', 'share']",went exact thing year followed weeks daily radiation tough road support come two time breast cancer survivor stay positif share,1
finding channel eyes already watering dad stage 4 liver cancer lives changed dramatically far downhill stumble journey life short never live life regrets never know long hope find cure someday,"['finding', 'channel', 'eyes', 'already', 'watering', 'dad', 'stage', 'liver', 'cancer', 'lives', 'changed', 'dramatically', 'far', 'downhill', 'stumble', 'journey', 'life', 'short', 'never', 'live', 'life', 'regrets', 'never', 'know', 'long', 'hope', 'find', 'cure', 'someday']","['channel', 'eye', 'already', 'dad', 'stage', 'liver', 'cancer', 'live', 'far', 'journey', 'life', 'never', 'live', 'life', 'never', 'know', 'long', 'hope', 'find', 'cure']",channel eye already dad stage liver cancer live far journey life never live life never know long hope find cure,1
indeed brave adriamycin reasonably anticipated carcinogenic well high risk heart damaging looked,"['indeed', 'brave', 'adriamycin', 'reasonably', 'anticipated', 'carcinogenic', 'well', 'high', 'risk', 'heart', 'damaging', 'looked']","['brave', 'well', 'high', 'heart', 'looked']",brave well high heart looked,2
thank first infusion last week feel alone see videos thank,"['thank', 'first', 'infusion', 'last', 'week', 'feel', 'alone', 'see', 'videos', 'thank']","['thank', 'first', 'infusion', 'last', 'week', 'feel', 'alon', 'see', 'video', 'thank']",thank first infusion last week feel alon see video thank,2
strong beautiful,"['strong', 'beautiful']","['strong', 'beautiful']",strong beautiful,2
prayers continue delia love strong positive,"['prayers', 'continue', 'delia', 'love', 'strong', 'positive']","['prayers', 'continuer', 'delier', 'lover', 'strong', 'positif']",prayers continuer delier lover strong positif,2
delia warrior smile beautiful keep fighting praying love shirt showed 9 year sister survivor keep sweet beautiful self,"['delia', 'warrior', 'smile', 'beautiful', 'keep', 'fighting', 'praying', 'love', 'shirt', 'showed', 'year', 'sister', 'survivor', 'keep', 'sweet', 'beautiful', 'self']","['delia', 'warrior', 'smile', 'beautiful', 'keep', 'fighting', 'praying', 'lover', 'year', 'sister', 'survivor', 'keep', 'sweet', 'beautiful']",delia warrior smile beautiful keep fighting praying lover year sister survivor keep sweet beautiful,2
delia sweetest girl world sending love,"['delia', 'sweetest', 'girl', 'world', 'sending', 'love']","['delier', 'sweetest', 'girl', 'world', 'sending', 'lover']",delier sweetest girl world sending lover,1
lord gives strongest soldiers hardest battles sucks god faithful prevail prayers california,"['lord', 'gives', 'strongest', 'soldiers', 'hardest', 'battles', 'sucks', 'god', 'faithful', 'prevail', 'prayers', 'california']","['lord', 'strongest', 'hardest', 'battle', 'god', 'prayer']",lord strongest hardest battle god prayer,1
actually like taste saline pushed iv know eek girl brave beautiful kick cancers ass ok,"['actually', 'like', 'taste', 'saline', 'pushed', 'iv', 'know', 'eek', 'girl', 'brave', 'beautiful', 'kick', 'cancers', 'ass', 'ok']","['actually', 'like', 'tast', 'salin', 'know', 'girl', 'brave', 'beautiful', 'kick', 'cancer']",actually like tast salin know girl brave beautiful kick cancer,2
went last year strong wonderful support everyone pray,"['went', 'last', 'year', 'strong', 'wonderful', 'support', 'everyone', 'pray']","['went', 'last', 'year', 'strong', 'wonderful', 'support', 'everyone', 'pray']",went last year strong wonderful support everyone pray,2
sorry going 26 years old diagnosed cardiac angiosarcoma almost four months ago rare type cancer tumor heart going treatments well know hard devastating cancer awful thing warriors get rooting,"['sorry', 'going', '26', 'years', 'old', 'diagnosed', 'cardiac', 'angiosarcoma', 'almost', 'four', 'months', 'ago', 'rare', 'type', 'cancer', 'tumor', 'heart', 'going', 'treatments', 'well', 'know', 'hard', 'devastating', 'cancer', 'awful', 'thing', 'warriors', 'get', 'rooting']","['sorry', 'going', 'year', 'old', 'diagnosed', 'almost', 'four', 'month', 'ago', 'rare', 'typ', 'cancer', 'tumor', 'heart', 'going', 'treatment', 'well', 'know', 'hard', 'cancer', 'awful', 'thing', 'get', 'rooting']",sorry going year old diagnosed almost four month ago rare typ cancer tumor heart going treatment well know hard cancer awful thing get rooting,0
love delia sending prayers way know get amazing support system around strong powerful thank shinning light hard topic many people,"['love', 'delia', 'sending', 'prayers', 'way', 'know', 'get', 'amazing', 'support', 'system', 'around', 'strong', 'powerful', 'thank', 'shinning', 'light', 'hard', 'topic', 'many', 'people']","['lover', 'delier', 'sending', 'prayer', 'way', 'know', 'get', 'amazing', 'support', 'system', 'around', 'strong', 'powerful', 'thank', 'light', 'hard', 'many', 'peopl']",lover delier sending prayer way know get amazing support system around strong powerful thank light hard many peopl,2
delia amazing beautiful dylan support love truly wonderful touched video really tugs heart went exact treatment years ago definitely challenging intense say least graceful admirable share experience heinous disease fellow young survivor 5 years october commend bravery strength inspiring even type tears watching small tip like share trader joe coconut aloe water gin gin ginger candies saviors 16 rounds act chemotherapy also hot epsom salt baths soothed achy bones neupogen neulasta shots sending much love light way gorgeous girl,"['delia', 'amazing', 'beautiful', 'dylan', 'support', 'love', 'truly', 'wonderful', 'touched', 'video', 'really', 'tugs', 'heart', 'went', 'exact', 'treatment', 'years', 'ago', 'definitely', 'challenging', 'intense', 'say', 'least', 'graceful', 'admirable', 'share', 'experience', 'heinous', 'disease', 'fellow', 'young', 'survivor', 'years', 'october', 'commend', 'bravery', 'strength', 'inspiring', 'even', 'type', 'tears', 'watching', 'small', 'tip', 'like', 'share', 'trader', 'joe', 'coconut', 'aloe', 'water', 'gin', 'gin', 'ginger', 'candies', 'saviors', '16', 'rounds', 'act', 'chemotherapy', 'also', 'hot', 'epsom', 'salt', 'baths', 'soothed', 'achy', 'bones', 'neupogen', 'neulasta', 'shots', 'sending', 'much', 'love', 'light', 'way', 'gorgeous', 'girl']","['delier', 'amazing', 'beautiful', 'dylan', 'support', 'lover', 'truly', 'wonderful', 'video', 'really', 'heart', 'went', 'exact', 'treatment', 'year', 'ago', 'definitely', 'say', 'least', 'share', 'experience', 'disease', 'young', 'survivor', 'year', 'strength', 'inspiring', 'even', 'typ', 'tear', 'watching', 'small', 'tip', 'like', 'share', 'water', 'round', 'chemotherapy', 'also', 'hot', 'bath', 'bone', 'shot', 'sending', 'much', 'lover', 'light', 'way', 'gorgeou', 'girl']",delier amazing beautiful dylan support lover truly wonderful video really heart went exact treatment year ago definitely say least share experience disease young survivor year strength inspiring even typ tear watching small tip like share water round chemotherapy also hot bath bone shot sending much lover light way gorgeou girl,2
beautiful inside prayers healing,"['beautiful', 'inside', 'prayers', 'healing']","['beautiful', 'insid', 'prayer', 'healing']",beautiful insid prayer healing,3
praying complete healing whit god things possible got,"['praying', 'complete', 'healing', 'whit', 'god', 'things', 'possible', 'got']","['praying', 'complete', 'healing', 'god', 'thing', 'possible', 'got']",praying complete healing god thing possible got,1
delia beautiful inside sooo strong god bless,"['delia', 'beautiful', 'inside', 'sooo', 'strong', 'god', 'bless']","['delier', 'beautiful', 'insid', 'sooo', 'strong', 'god', 'bles']",delier beautiful insid sooo strong god bles,2
best,['best'],['best'],best,3
